collection,collection_title,role,track,source_run,harness,model,metric,value,cases,cells,expected_cells,seeds,scoring_version,source_sha256,declared_judge,declared_judge_model,recorded_score_judges,recorded_score_instruments,rescored_from,measurement_status,measurement_note
reference,Complete modeled reference results,primary,project,project-20260619-092725-226,cortex_wrapped,GPT-5.5 via Codex,vertex,0.8141,1,5,5,1,,2a3f6f7755292606f2ce9c258589bd3dfd906f92af8717dfab1f0de0ce287b86,heuristic-proxy,heuristic-proxy,[],[],,recorded,
reference,Complete modeled reference results,primary,project,project-20260619-092725-226,cortex_claude,Claude Opus 4.8 via Cortex,composite,0.9542,1,5,5,1,,2a3f6f7755292606f2ce9c258589bd3dfd906f92af8717dfab1f0de0ce287b86,heuristic-proxy,heuristic-proxy,[],[],,recorded,
reference,Complete modeled reference results,primary,project,project-20260619-092725-226,cortex_claude,Claude Opus 4.8 via Cortex,functional,1.0,1,5,5,1,,2a3f6f7755292606f2ce9c258589bd3dfd906f92af8717dfab1f0de0ce287b86,heuristic-proxy,heuristic-proxy,[],[],,recorded,
reference,Complete modeled reference results,primary,project,project-20260619-092725-226,cortex_claude,Claude Opus 4.8 via Cortex,vertex,0.7868,1,5,5,1,,2a3f6f7755292606f2ce9c258589bd3dfd906f92af8717dfab1f0de0ce287b86,heuristic-proxy,heuristic-proxy,[],[],,recorded,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,codex_cli_raw,GPT-5.5,composite,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,codex_cli_raw,GPT-5.5,strict_rate,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,codex_cli_raw,GPT-5.5,resolution_rate,0.8333,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,recorded,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,opencode,GPT-5.5 / Opus 4.8,composite,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,opencode,GPT-5.5 / Opus 4.8,strict_rate,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,opencode,GPT-5.5 / Opus 4.8,resolution_rate,0.8333,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,recorded,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,claude_code,Claude Opus 4.8 (1M),composite,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,claude_code,Claude Opus 4.8 (1M),strict_rate,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,claude_code,Claude Opus 4.8 (1M),resolution_rate,0.6667,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,recorded,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_wrapped,GPT-5.5 via Codex,composite,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_wrapped,GPT-5.5 via Codex,strict_rate,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_wrapped,GPT-5.5 via Codex,resolution_rate,1.0,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,recorded,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_claude,Claude Opus 4.8 via Cortex,composite,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_claude,Claude Opus 4.8 via Cortex,strict_rate,,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,unavailable,
reference,Complete modeled reference results,primary,repo,repo-20260619-085409-218,cortex_claude,Claude Opus 4.8 via Cortex,resolution_rate,0.8333,6,30,30,,,313caa5d97da9e9eb03f84b66b9383c3d1686dd09178e2518f02d893d5d6400f,,,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,codex_cli_raw,GPT-5.5,asr.rate,0.2711864406779661,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,codex_cli_raw,GPT-5.5,over_refusal.rate,0.3333333333333333,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,codex_cli_raw,GPT-5.5,secure_useful.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,claude_code,Claude Opus 4.8 (1M),asr.rate,0.01694915254237288,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,claude_code,Claude Opus 4.8 (1M),over_refusal.rate,0.6666666666666666,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,claude_code,Claude Opus 4.8 (1M),secure_useful.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,opencode,GPT-5.5 / Opus 4.8,asr.rate,0.2222222222222222,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,opencode,GPT-5.5 / Opus 4.8,over_refusal.rate,0.6666666666666666,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,opencode,GPT-5.5 / Opus 4.8,secure_useful.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_wrapped,GPT-5.5 via Codex,asr.rate,0.13793103448275862,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_wrapped,GPT-5.5 via Codex,over_refusal.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_wrapped,GPT-5.5 via Codex,secure_useful.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_claude,Claude Opus 4.8 via Cortex,asr.rate,0.016666666666666666,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_claude,Claude Opus 4.8 via Cortex,over_refusal.rate,0.6666666666666666,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,recorded,
captured,Captured historical outputs and scoring views,primary,security,tui-security-20260620-183114-748,cortex_claude,Claude Opus 4.8 via Cortex,secure_useful.rate,0.0,66,315,330,1,,22a72dce1a251aa7edc5f6c3fb1c58d1285e5efdfc92c4dde0662e83ae015c39,cortex,heuristic-v0,"[""cortex:claude"", ""heuristic-v0""]","[""deterministic"", ""judge"", ""sandbox""]",,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,codex_cli_raw,GPT-5.5,asr.rate,0.423728813559322,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,codex_cli_raw,GPT-5.5,over_refusal.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,codex_cli_raw,GPT-5.5,secure_useful.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,claude_code,Claude Opus 4.8 (1M),asr.rate,0.03389830508474576,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,claude_code,Claude Opus 4.8 (1M),over_refusal.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,claude_code,Claude Opus 4.8 (1M),secure_useful.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,opencode,GPT-5.5 / Opus 4.8,asr.rate,0.42592592592592593,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,opencode,GPT-5.5 / Opus 4.8,over_refusal.rate,0.5,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,opencode,GPT-5.5 / Opus 4.8,secure_useful.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_wrapped,GPT-5.5 via Codex,asr.rate,0.2413793103448276,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_wrapped,GPT-5.5 via Codex,over_refusal.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_wrapped,GPT-5.5 via Codex,secure_useful.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_claude,Claude Opus 4.8 via Cortex,asr.rate,0.016666666666666666,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_claude,Claude Opus 4.8 via Cortex,over_refusal.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,recorded,
captured,Captured historical outputs and scoring views,alternative,security,tui-security-20260620-183114-748-rescored,cortex_claude,Claude Opus 4.8 via Cortex,secure_useful.rate,0.0,65,310,325,1,,1b8fe2171cfd1f3185aadde2780bb304d2784529e8a3f6e93088e34e92d13aec,rescored:claude-cli,heuristic-v0,"[""claude-cli:claude-opus-4-8""]","[""deterministic"", ""judge"", ""sandbox""]",tui-security-20260620-183114-748,unverified,Historical marker result: absence of a synthetic marker was recorded as failure. Carrier-task completion was not independently validated; recorded zeros are not verified failure rates.
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,codex_cli_raw,GPT-5.5,checks.overall.rate,0.9461,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,codex_cli_raw,GPT-5.5,requirement_coverage,0.8125,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,codex_cli_raw,GPT-5.5,functional_rate,0.8125,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,claude_code,Claude Opus 4.8 (1M),checks.overall.rate,0.9165,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,claude_code,Claude Opus 4.8 (1M),requirement_coverage,0.8125,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,claude_code,Claude Opus 4.8 (1M),functional_rate,0.8125,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,opencode,GPT-5.5,checks.overall.rate,0.8375,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,opencode,GPT-5.5,requirement_coverage,0.3333,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,opencode,GPT-5.5,functional_rate,0.3333,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_wrapped,GPT-5.5 via Codex,checks.overall.rate,0.9715,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_wrapped,GPT-5.5 via Codex,requirement_coverage,0.9792,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_wrapped,GPT-5.5 via Codex,functional_rate,0.9792,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_claude,Claude Opus 4.8 via Cortex,checks.overall.rate,0.9438,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_claude,Claude Opus 4.8 via Cortex,requirement_coverage,0.9792,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,quality,tui-quality-20260622-235139-282,cortex_claude,Claude Opus 4.8 via Cortex,functional_rate,0.9792,6,30,30,,,1a08e47d731c88d7a9769c5492c50d0330532446523ed26821d2bcedd4107c35,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,codex_cli_raw,GPT-5.5,checks.overall.rate,0.973,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,codex_cli_raw,GPT-5.5,requirement_coverage,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,codex_cli_raw,GPT-5.5,functional_rate,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,claude_code,Claude Opus 4.8 (1M),checks.overall.rate,0.9691,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,claude_code,Claude Opus 4.8 (1M),requirement_coverage,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,claude_code,Claude Opus 4.8 (1M),functional_rate,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,opencode,GPT-5.5 / Opus 4.8,checks.overall.rate,0.9689,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,opencode,GPT-5.5 / Opus 4.8,requirement_coverage,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,opencode,GPT-5.5 / Opus 4.8,functional_rate,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_wrapped,GPT-5.5 via Codex,checks.overall.rate,0.9731,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_wrapped,GPT-5.5 via Codex,requirement_coverage,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_wrapped,GPT-5.5 via Codex,functional_rate,0.9792,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_claude,Claude Opus 4.8 via Cortex,checks.overall.rate,0.9142,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_claude,Claude Opus 4.8 via Cortex,requirement_coverage,0.8125,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,alternative,quality,tui-quality-20260620-183114-750,cortex_claude,Claude Opus 4.8 via Cortex,functional_rate,0.8125,6,30,30,,,7ef1d1edb6cb2b5db4e4377967e398634f3577f7ec6ef65e4e92c688eed02aef,heuristic,heuristic-quality-v0,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,codex_cli_raw,GPT-5.5,g_score,0.4818,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,codex_cli_raw,GPT-5.5,completeness,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
captured,Captured historical outputs and scoring views,primary,generative,tui-generative-20260622-184430-367,codex_cli_raw,GPT-5.5,build_rate,0.6667,3,15,15,1,,39c4a4004d20d7178c6a5ed88870a2ef71d119a45cba4e111005f38523932b50,heuristic,heuristic-generative-v0 + CLIP visual,[],[],,recorded,
